,eq,detaG
991,C00122 + C00042 <=> C00122 + C00042,0
992,C00059 <=> C00059,0
993,C11481 <=> C11481,0
994,C00245 <=> C00245,0
995,C00068 <=> C00068,0
996,C00080 + C00378 <=> C00080 + C00378,0
997,C00052 <=> C00052,0
998,C00080 + C00106 <=> C00080 + C00106,0
999,2.0 C00080 + C00086 <=> 2.0 C00080 + C00086,0
1000,C00080 + C00299 <=> C00080 + C00299,0
1001,C00061 + C00080 + C00105 + C00075 <=> C00061 + C00080 + C00105 + C00075,0
1002,2.0 C00080 + C00105 + C00075 <=> 2.0 C00080 + C00105 + C00075,0
1003,C00001 <=> C00001,0
1004,C05437 <=> C05437,0
1005,,
1006,,
1007,,
1008,,
1009,,
1010,,
1011,,
1012,,
1013,,
1014,,
1015,,
1016,,
1017,,
1018,,
1019,,
1020,,
1021,,
1022,,
1023,,
1024,,
1025,,
1026,,
1027,,
1028,,
1029,,
1030,,
1031,,
1032,,
1033,,
1034,,
1035,C00965 <=> ,921.3725561
1036,C00965 <=> C00965,0
1037,C00318 <=> ,-125.8694855
1038,C00256 <=> ,304.8224468
1039,C00418 <=> ,236.205117
1040,C00864 <=> ,159.5115422
1041,C03044 <=> ,-63.31674117
1042,C00671 <=> ,97.61897028
1043,C00186 <=> ,307.8994032
1044,C00149 <=> ,679.999197
1045,C01225 <=> ,1308.665687
1046,C04230 <=> ,KeyError arised:'C04230'
1047,C01284 <=> C01284,0
1048,C01177 <=> C01177,0
1049,C00559 <=> ,-496.7421491
1050,C00330 <=> ,-257.6809034
1051,C05512 <=> ,-236.6571293
1052,C00526 <=> ,50.30470976
1053,C04691 <=> C04691,0
1054,C00966 <=> C00966,0
1055,C02504 <=> ,419.489802
1056,C02504 <=> C02504,0
1057,C02504 <=> C02504,0
1058,,
1059,,
1060,C02223 <=> ,-276.8504985
1061,C02223 <=> C02223,0
1062,C02223 <=> C02223,0
1063,,
1064,,
1065,,
1066,,
1067,C00109 <=> C00109,0
1068,C00026 <=> ,630.7109873
1069,C00026 <=> C00026,0
1070,C00026 <=> C00026,0
1071,C05853 <=> ,-367.7042249
1072,C05853 <=> C05853,0
1073,C05853 <=> C05853,0
1074,C04236 <=> C04236,0
1075,C00671 <=> C00671,0
1076,C00671 <=> C00671,0
1077,C07329 <=> ,-278.2189487
1078,C07329 <=> C07329,0
1079,C07329 <=> C07329,0
1080,C13425 <=> C13425,0
1081,C03373 <=> C01279 + C00266 + C00080 + C00009,-23.62203645
1082,C00568 <=> ,-40.6096563
1083,C00568 <=> C00568,0
1084,C00568 <=> C00568,0
1085,C00555 <=> C00555,0
1086,C00334 <=> C00334,0
1087,C01127 <=> C01127,0
1088,C01127 <=> C01127,0
1089,C00156 <=> C00156,0
1090,C00020 + C00001 <=> C00212 + C00009,-12.41741001
1091,C00360 + C00001 <=> C00559 + C00009,-12.4142091
1092,C00239 + C00001 <=> C00881 + C00009,-12.48415688
1093,C00362 + C00001 <=> C00330 + C00009,-12.54897626
1094,C00364 + C00001 <=> C00009 + C00214,-11.74999621
1095,C00365 + C00001 <=> C00526 + C00009,-11.81976821
1096,C00144 + C00001 <=> C00387 + C00009,-12.53265099
1097,C00001 + C00655 <=> C00009 + C01762,-12.40120146
1098,C00430 <=> ,137.8630615
1099,C00430 <=> C00430,0
1100,C03479 + C00002 <=> C00445 + C00008 + C00009,-58.17500921
1101,C03479 + C00002 + C00001 <=> C00234 + C00008 + C00080 + C00009,-62.87555645
1102,C03479 <=> ,-79.87769339
1103,C01037 <=> ,-494.1822829
1104,C01037 <=> C01037,0
1105,C01092 <=> ,-223.9677093
1106,C00385 <=> ,-35.50938144
1107,C00084 <=> ,-22.56496475
1108,C00084 <=> C00084,0
1109,C00084 <=> C00084,0
1110,C00033 <=> ,247.4293274
1111,C00033 <=> C00033,0
1112,C00024 <=> C00024,0
1113,C02571 <=> C02571,0
1114,C00147 <=> ,-510.6844766
1115,C00147 <=> C00147,0
1116,C00054 <=> ,1449.155341
1117,C00054 <=> C00054,0
1118,C00212 <=> ,-336.8391059
1119,C00008 <=> C00008,0
1120,C00008 <=> C00008,0
1121,C00026 <=> C00026,0
1122,C00499 <=> ,357.7360411
1123,C01551 <=> ,201.8886749
1124,C01083 <=> ,691.2329349
1125,C00352 <=> ,1082.581091
1126,C00149 + C00026 <=> C00149 + C00026,0
1127,C01342 <=> ,-78.17932868
1128,C00020 <=> C00020,0
1129,C00080 + C00062 <=> C00080 + C00062,0
1130,C00152 <=> C00152,0
1131,C00049 + C00025 <=> C00049 + C00025,0
1132,C00002 <=> C00002,0
1133,C00002 <=> C00002,0
1134,C00288 <=> ,549.0545098
1135,C00011 + C00001 <=> C00288 + C00080,-4.909916959
1136,C00011 + C00001 <=> C00288 + C00080,-4.909916959
1137,C00011 + C00001 <=> C00288 + C00080,-4.909916959
1138,C00011 + C00001 <=> C00288 + C00080,-4.909916959
1139,C00288 <=> C00288,0
1140,C00120 <=> ,-143.7328991
1141,C00011 <=> ,385.8631887
1142,C00318 <=> C00318,0
1143,C00318 + C02571 <=> C00318 + C02571,0
1144,C00112 <=> C00112,0
1145,,
1146,,
1147,,
1148,,
1149,,
1150,,
1151,C00007 + C00019 + C05437 <=> C05440 + C00080 + 2.0 C00001 + C00021,-331.2129055
1152,C00114 <=> ,-430.1200863
1153,C00114 <=> C00114,0
1154,C00251 <=> C00156 + C00022,-50.9387625
1155,C00158 <=> C00158,0
1156,C00158 <=> ,966.9628664
1157,C00158 + C00311 <=> C00158 + C00311,0
1158,C00149 + C00158 <=> C00149 + C00158,0
1159,C00055 + C00001 <=> C00380 + C03736,34.51510843
1160,C00011 <=> C00011,0
1161,C00011 <=> C00011,0
1162,C00011 <=> C00011,0
1163,C00011 <=> C00011,0
1164,C00011 <=> C00011,0
1165,C00010 <=> C00010,0
1166,C00010 <=> C00010,0
1167,C00010 <=> C00010,0
1168,C00475 <=> ,-41.84604118
1169,C00002 + C00055 <=> C00008 + C00112,-2.568508644
1170,C00002 + C00239 <=> C00008 + C00705,-2.549810009
1171,C00380 <=> ,-250.0197266
1172,C00216 <=> ,346.4600023
1173,C00216 <=> C00216,0
1174,C00279 <=> C00279,0
1175,C00095 <=> ,430.1035613
1176,C00124 <=> ,422.2177367
1177,C00333 <=> ,709.6127431
1178,C00794 <=> ,377.5323396
1179,C00352 <=> C00352,0
1180,C00031 <=> ,430.9832954
1181,C00159 <=> ,426.8431178
1182,C00121 <=> ,344.8312185
1183,C00794 <=> C00794,0
1184,C00181 <=> ,345.0093052
1185,C00181 <=> C00181,0
1186,C00206 <=> C00206,0
1187,C00705 <=> C00705,0
1188,C00002 + C00080 + C00001 <=> C01342 + C00081,-23.64783252
1189,C00131 + C00080 + C00001 <=> C01342 + C01345,-23.64779443
1190,C00008 + C00080 + C00001 <=> C01342 + C00104,-23.64577898
1191,C00206 + C00080 + C00001 <=> C01342 + C01344,-23.64561701
1192,C00857 <=> C00857,0
1193,C01571 <=> ,-469.1209233
1194,C00559 <=> C00559,0
1195,C00002 + C00360 <=> C00008 + C00206,-2.698272825
1196,C00881 <=> ,-201.7093383
1197,C00881 <=> C00881,0
1198,C00330 <=> C00330,0
1199,C05512 <=> C05512,0
1200,C00526 + C00002 <=> C00008 + C00365 + C00080,-14.93984796
1201,C00526 <=> C00526,0
1202,C00882 + C00002 <=> C00008 + C00010 + C00080,3.601022382
1203,C00361 <=> C00361,0
1204,C04874 <=> C04874,0
1205,C00024 + C00750 <=> C00010 + C00080 + C02567,-10.4035109
1206,C00415 <=> C00415,0
1207,C04895 + C00001 <=> C05925 + C00013 + C00080,-35.02271863
1208,C00921 <=> C00921,0
1209,C00111 <=> C00111,0
1210,C00013 <=> C00013,0
1211,C00110 <=> C00110,0
1212,C00459 <=> ,2592.462454
1213,C00459 <=> C00459,0
1214,C01346 <=> C01346,0
1215,C00365 <=> C00365,0
1216,C15777 <=> ,-1707.826879
1217,C05440 <=> C05440,0
1218,C01694 <=> ,-1691.147074
1219,C01694 <=> C01694,0
1220,C01694 <=> C01694,0
1221,C00469 <=> ,-66.47924794
1222,C00469 <=> C00469,0
1223,C00469 <=> C00469,0
1224,C00189 <=> ,-130.8609684
1225,C00849 <=> ,13.22110549
1226,C00448 <=> C00448,0
1227,C01571 <=> C01571,0
1228,C02679 <=> C02679,0
1229,C06424 <=> C06424,0
1230,C00249 <=> C00249,0
1231,C08362 <=> C08362,0
1232,C06423 <=> C06423,0
1233,C06424 <=> C06424,0
1234,C04525 <=> ,-1701.020704
1235,C00002 + C00061 + C00080 <=> C00013 + C00016,-12.83482502
1236,C00061 <=> ,735.6433717
1237,C00504 <=> ,-93.98725594
1238,C00058 <=> ,308.1694143
1239,C00058 <=> C00058,0
1240,C00058 <=> C00058,0
1241,C00122 <=> C00122,0
1242,C00002 + C01094 <=> C00008 + C00354 + C00080,-19.07930406
1243,C00122 <=> ,518.3058777
1244,C00334 <=> ,17.93881123
1245,C00035 <=> C00035,0
1246,C00035 <=> C00035,0
1247,C00096 <=> C00096,0
1248,C00031 <=> C00031,0
1249,C00127 <=> ,666.1071672
1250,C00051 <=> ,310.0466298
1251,C00116 <=> ,172.5431311
1252,C00093 <=> C00093,0
1253,C00037 <=> ,176.6605274
1254,C00037 <=> C00037,0
1255,C00266 <=> C00266,0
1256,C00266 <=> C00266,0
1257,C00266 <=> ,126.1517132
1258,C00048 <=> ,428.2522177
1259,C00048 <=> C00048,0
1260,C00048 <=> C00048,0
1261,C00242 <=> ,-276.7186654
1262,C00242 <=> C00242,0
1263,C00387 <=> ,-97.81401994
1264,C00002 + C00387 <=> C00008 + C00144 + C00080,-14.22696519
1265,C00387 <=> C00387,0
1266,C00387 <=> C00387,0
1267,C00080 <=> C00080,0
1268,C00080 <=> C00080,0
1269,C00080 <=> C00080,0
1270,C00080 <=> C00080,0
1271,C00080 <=> C00080,0
1272,C00080 <=> C00080,0
1273,C00080 <=> C00080,0
1274,C00080 <=> ,0
1275,,
1276,C00517 <=> ,-1243.220229
1277,C00249 <=> C00249,0
1278,C08362 <=> C08362,0
1279,C00135 <=> C00135,0
1280,C00026 + C00024 + C00001 <=> C00010 + C00080 + C01251,-41.5729003
1281,C00027 <=> C00027,0
1282,C00356 <=> C00356,0
1283,C00262 <=> ,-253.3616401
1284,C00262 <=> C00262,0
1285,C00637 <=> ,-427.8043141
1286,C00637 <=> C00637,0
1287,C00637 <=> C00637,0
1288,C00954 <=> C00954,0
1289,C00294 <=> ,-76.75352656
1290,C00294 <=> C00294,0
1291,C01204 <=> C01204,0
1292,C00002 + C00294 <=> C00008 + C00080 + C00130,-14.35827789
1293,,
1294,,
1295,,
1296,,
1297,,
1298,,
1299,,
1300,,
1301,,
1302,,
1303,C14818 <=> ,80.92881284
1304,C12296 <=> ,-245.8611375
1305,C07328 <=> C07328,0
1306,C07328 <=> C07328,0
1307,C07328 <=> ,-320.4034981
1308,C14710 <=> ,-242.5293487
1309,,
1310,C14710 <=> C14710,0
1311,C14710 <=> C14710,0
1312,,
1313,C04281 + C00080 + C00001 <=> C05938,65.11361692
1314,C00080 + C03508 <=> C01888 + C00011,-27.1584156
1315,C00041 <=> ,83.13967741
1316,C00041 <=> C00041,0
1317,C00532 <=> ,310.5477688
1318,C00532 <=> C00532,0
1319,C00259 <=> C00259,0
1320,C00259 <=> ,333.5449834
1321,C00062 <=> ,-270.6954607
1322,C00152 <=> ,201.5800365
1323,C00049 <=> ,454.4862796
1324,C00318 <=> C00318,0
1325,C00097 <=> ,55.14356543
1326,C05947 <=> C05947,0
1327,C05947 <=> C05947,0
1328,C01722 <=> ,385.7434068
1329,C01165 <=> C04322 + C00080 + C00001,-76.03585678
1330,C00025 <=> ,367.1911194
1331,C00025 <=> C00025,0
1332,C00064 <=> ,119.1192777
1333,C00064 <=> C00064,0
1334,C00135 <=> ,-71.97002488
1335,C00263 <=> C00263,0
1336,C00263 <=> ,133.4990263
1337,C00407 <=> ,-183.1843856
1338,C00407 <=> C00407,0
1339,C00123 <=> ,-179.3470033
1340,C00047 <=> ,-212.3061541
1341,C00149 <=> C00149,0
1342,C00073 <=> ,-94.38627632
1343,C00079 <=> ,-238.7506283
1344,C00148 <=> ,-21.18661708
1345,C00148 <=> C00148,0
1346,C00065 <=> ,237.9813037
1347,C00065 <=> C00065,0
1348,C01722 <=> C01722,0
1349,C00247 <=> ,428.0960113
1350,C00247 <=> C00247,0
1351,C00188 <=> ,164.1733375
1352,C00078 <=> ,-374.3171101
1353,C00082 <=> ,-75.3569663
1354,C00183 <=> ,-87.71790828
1355,C01724 <=> ,-1819.601847
1356,C02679 <=> ,-645.1124808
1357,C00047 <=> C00047,0
1358,,
1359,,
1360,,
1361,,
1362,,
1363,,
1364,,
1365,,
1366,,
1367,,
1368,C00149 + C00036 <=> C00149 + C00036,0
1369,C00208 <=> ,687.5456964
1370,C00464 <=> C00464,KeyError arised:'C00464'
1371,C00073 <=> C00073,0
1372,C00111 <=> C00546 + C00009,-71.02747599
1373,,
1374,,
1375,,
1376,,
1377,,
1378,,
1379,,
1380,,
1381,,
1382,,
1383,C00137 <=> ,489.2810678
1384,,
1385,C00006 <=> C00006,0
1386,C00005 <=> C00005,0
1387,C01342 <=> C01342,0
1388,C00153 <=> C00153,0
1389,C00253 <=> ,169.7022403
1390,C00455 <=> ,941.287379
1391,C00455 <=> C00455,0
1392,C00455 <=> C00455,0
1393,C00455 <=> C00455,0
1394,C00361 + C00001 <=> C00362 + C00080 + C00009,-24.25606175
1395,C00286 + C00001 <=> C00361 + C00080 + C00009,-26.80589607
1396,C02571 <=> C02571,0
1397,C00007 <=> C00007,0
1398,C00007 <=> C00007,0
1399,C00007 <=> C00007,0
1400,C00007 <=> C00007,0
1401,C01530 <=> C01530,0
1402,C06423 <=> ,-293.1194989
1403,C01602 <=> ,-146.5328626
1404,C00036 <=> C00036,0
1405,C00036 <=> ,714.9929134
1406,C00127 <=> C00127,0
1407,C00343 <=> C00343,0
1408,C00007 <=> ,-16.38013355
1409,C00249 <=> ,-997.095596
1410,C08362 <=> ,-931.4289598
1411,C00154 <=> C00154,0
1412,C01134 <=> C01134,0
1413,C00002 + C00080 + C01134 <=> C00882 + C00013,2.504077504
1414,C00054 <=> C00054,0
1415,C00714 <=> ,KeyError arised:'C00714'
1416,C12303 <=> ,-289.3533317
1417,C00601 <=> ,-338.0990527
1418,C00601 <=> C00601,0
1419,C00601 <=> C00601,0
1420,C00079 <=> C00079,0
1421,C00009 <=> ,1057.358507
1422,C00009 <=> C00009,0
1423,C00238 <=> ,0.612078768
1424,C01079 <=> C01079,0
1425,C00119 <=> C00119,0
1426,C00134 <=> ,-481.9273595
1427,C00002 + C00250 <=> C00008 + C00080 + C00018,-29.96489677
1428,C00002 + C00534 <=> C00008 + C00080 + C00647,-27.69431509
1429,C00001 + C00647 <=> C00009 + C00534,0.934698917
1430,C00314 <=> ,-83.00444883
1431,C00002 + C00314 <=> C00008 + C00080 + C00627,-29.62869931
1432,C04454 + C00001 <=> C04732 + C00009,-12.27229111
1433,C00009 + C00299 <=> C00620 + C00106,0.528858613
1434,C00013 <=> C00013,0
1435,C00022 <=> ,345.9878274
1436,C00080 + C00022 <=> C00080 + C00022,0
1437,C03722 <=> C03722,0
1438,C00342 <=> C00342,0
1439,C00255 <=> ,-141.8184273
1440,C00255 <=> C00255,0
1441,C00255 <=> C00255,0
1442,C00121 <=> C00121,0
1443,C00021 <=> C00021,0
1444,C00019 <=> ,-561.6378331
1445,C03172 <=> ,-217.5065641
1446,C00065 <=> C00065,0
1447,C00670 <=> ,440.2509071
1448,C01330 <=> ,1.032933546
1449,C00024 + C00315 <=> C00010 + C00080 + C00612,-8.460430107
1450,C00315 <=> ,-795.0228392
1451,C00750 <=> ,-1106.919649
1452,C00751 <=> C00751,0
1453,C01054 <=> C01054,0
1454,C01530 <=> ,-1173.087154
1455,C00042 <=> ,522.7266537
1456,C00042 <=> C00042,0
1457,C00089 <=> ,676.7704115
1458,C00059 <=> ,747.6321451
1459,C11481 <=> ,487.3325782
1460,C00245 <=> ,38.0281841
1461,C16529 <=> C16529,0
1462,C00001 + C01081 <=> C00009 + C00378,-11.63685162
1463,C00001 + C00378 <=> C01279 + C04294 + C00080,-18.72216219
1464,C00068 <=> ,1059.810228
1465,C00378 <=> ,-701.23006
1466,C01081 <=> ,186.2101911
1467,C00002 + C01081 <=> C00008 + C00068,-1.282550776
1468,C00080 + C00097 + C00037 + C01077 + C03736 <=> C04327 + C00033 + C01342 + C00011 + C00334 + 3.0 C00001 + C00022,-426.636199
1469,C00231 + C00080 + C00097 + C00037 + C01077 <=> C04327 + C00033 + C01342 + C00011 + C00334 + 3.0 C00001 + C00022,-409.9442223
1470,C00188 <=> C00188,0
1471,C00214 <=> ,-43.6889547
1472,C00002 + C00214 <=> C00008 + C00364 + C00080,-15.00961997
1473,C00214 <=> C00214,0
1474,C00080 + C01083 <=> C00080 + C01083,0
1475,C01083 <=> C01083,0
1476,C00078 <=> C00078,0
1477,C00955 <=> ,-503.2724666
1478,C00955 <=> C00955,0
1479,C00955 <=> C00955,0
1480,C00082 <=> C00082,0
1481,C00082 <=> C00082,0
1482,C00105 <=> C00105,0
1483,C00106 <=> ,43.93621141
1484,C00086 <=> ,40.58770133
1485,C00299 <=> ,210.3770633
1486,C00183 <=> C00183,0
1487,C00001 <=> C00001,0
1488,C00001 <=> C00001,0
1489,C00001 <=> C00001,0
1490,C00001 <=> C00001,0
1491,C00001 <=> C00001,0
1492,C00001 <=> C00001,0
1493,C00001 <=> ,158.2814041
1494,C00385 <=> C00385,0
1495,C01762 <=> ,141.2987612
1496,C01762 <=> C01762,0
1497,C00379 <=> ,296.8689444
1498,C00379 <=> C00379,0
1499,C05437 <=> ,-1586.355539
1500,C05437 <=> C05437,0
1501,,
1502,,
1503,C00328 + C00022 <=> C00001 + C00041 + C01717,-81.41049434
1504,2.0 C00080 + C00005 + C01717 <=> C00001 + C00006 + C06325,-106.2210667
1505,C04409 <=> C00080 + C00001 + C03722,-167.1281998
1506,C00084 + C00080 + C00004 <=> C00469 + C00003,-21.72573607
1507,C00084 + C00001 + C00003 <=> C00033 + 2.0 C00080 + C00004,-46.07286878
1508,C00079 + C00022 <=> C00166 + C00041,-1.228749235
1509,C00166 + C00078 <=> C00331 + C00079,-45.86136434
1510,C01179 + C00041 <=> C00082 + C00022,0.599687742
1511,C00010 <=> C00010,0
1512,C00001 + C00447 <=> C00009 + C05382,-15.23739539
1513,C00080 <=> C00080,0
1514,C00311 + C00006 <=> C00026 + C00011 + C00005,6.002488876
1515,C00149 + C00026 <=> C00149 + C00026,0
1516,C05108 <=> ,-1744.938529
1517,C05108 <=> C05108,0
1518,C05440 <=> ,-1673.029368
1519,C05440 <=> C05440,0
1520,C00024 + 21.0 C00080 + 7.0 C00083 + 14.0 C00005 <=> 7.0 C00011 + 7.0 C00010 + 7.0 C00001 + 14.0 C00006 + C00154,-508.1658881
1521,C00024 + 24.0 C00080 + 8.0 C00083 + 16.0 C00005 <=> 8.0 C00011 + 8.0 C00010 + 8.0 C00001 + 16.0 C00006 + C00412,-582.6232366
1522,C03939 + C01209 + C00080 <=> C00011 + C00229 + C05744,KeyError arised:'C03939'
1523,C01209 + C00080 + C05745 <=> C00011 + C00229 + C05746,KeyError arised:'C01209'
1524,C01209 + C00080 + C05749 <=> C00011 + C00229 + C05750,KeyError arised:'C01209'
1525,C00080 + C00005 + C05744 <=> C00006 + C04618,KeyError arised:'C05744'
1526,C00080 + C00005 + C05746 <=> C00006 + C05747,KeyError arised:'C05746'
1527,C00080 + C00005 + C05750 <=> C00006 + C16220,KeyError arised:'C05750'
1528,,
1529,C05747 <=> C00001 + C05748,KeyError arised:'C05747'
1530,C16220 <=> C00001 + C05751,KeyError arised:'C16220'
1531,,
1532,C00080 + C00005 + C05748 <=> C00006 + C05749,KeyError arised:'C05748'
1533,C00080 + C00005 + C05751 <=> C00006 + C05752,KeyError arised:'C05751'
1534,C01832 + C00083 + C00080 <=> C00011 + C00010 + C05261,-13.94208665
1535,C00083 + C00080 + C02593 <=> C00011 + C00010 + C05259,-13.94208665
1536,C00083 + C00080 + C00154 <=> C00011 + C00010 + C16216,-13.94208665
1537,,
1538,,
1539,,
1540,,
1541,C00080 + C05261 + C00005 <=> C00006 + C05260,-22.2033619
1542,C00080 + C05259 + C00005 <=> C00006 + C05258,-22.2033619
1543,C00080 + C16216 + C00005 <=> C00006 + C16217,-10.65125866
1544,,
1545,,
1546,,
1547,,
1548,C05260 <=> C00001 + C05273,0.89791517
1549,C05258 <=> C00001 + C05272,0.89791517
1550,C16217 <=> C00001 + C16218,-10.65418807
1551,,
1552,,
1553,,
1554,,
1555,C00080 + C00005 + C05273 <=> C02593 + C00006,-39.20981523
1556,C00080 + C00005 + C05272 <=> C00154 + C00006,-39.20981523
1557,C00080 + C00005 + C16218 <=> C00412 + C00006,-39.20981523
1558,,
1559,,
1560,,
1561,,
1562,C00080 + C00154 + C00007 + C00004 <=> 2.0 C00001 + C21072 + C00003,KeyError arised:'C21072'
1563,C00080 + C00412 + C00007 + C00004 <=> 2.0 C00001 + C00003 + C00510,-464.2483047
1564,C06423 <=> C06423,0
1565,C01571 <=> C01571,0
1566,C02679 <=> C02679,0
1567,C00246 <=> ,58.85257008
1568,C01585 <=> ,-117.1327163
1569,C00712 <=> ,-1107.420517
1570,C00246 <=> C00246,0
1571,C01585 <=> C01585,0
1572,C00712 <=> C00712,0
1573,C06424 <=> ,-821.1040384
1574,C00010 + C00002 + C02679 <=> C01832 + C00020 + C00013,-4.081496867
1575,C00010 + C00002 + C06424 <=> C02593 + C00020 + C00013,-4.081496867
1576,C00010 + C00002 + C00249 <=> C00154 + C00020 + C00013,-4.081496867
1577,C00010 + C00002 + C08362 <=> C21072 + C00020 + C00013,KeyError arised:'C21072'
1578,C00010 + C00002 + C01530 <=> C00412 + C00020 + C00013,-4.081496867
1579,C00010 + C00002 + C00712 <=> C00510 + C00020 + C00013,-4.080204403
1580,C00010 + C00002 + C02679 <=> C00013 + C00020 + C01832,-4.081496867
1581,C00010 + C00002 + C06424 <=> C00013 + C00020 + C02593,-4.081496867
1582,C00010 + C00002 + C00249 <=> C00013 + C00020 + C00154,-4.081496867
1583,C00010 + C00002 + C08362 <=> C00013 + C00020 + C21072,KeyError arised:'C21072'
1584,C00010 + C00002 + C01530 <=> C00013 + C00020 + C00412,-4.081496867
1585,C00010 + C00002 + C00712 <=> C00013 + C00020 + C00510,-4.080204403
1586,C00002 + C00010 + C08362 <=> C00020 + C00013 + C21072,KeyError arised:'C21072'
1587,C00002 + C00010 + C01530 <=> C00020 + C00013 + C00412,-4.081496867
1588,C00002 + C00010 + C00712 <=> C00020 + C00013 + C00510,-4.080204403
1589,C00002 + C00010 + C06425 <=> C00020 + C00013 + C02041,-4.081496867
1590,C00002 + C00010 + C08281 <=> C00020 + C00013 + C16528,-4.081496867
1591,C00002 + C00010 + C08320 <=> C00020 + C00013 + C16529,-4.081496867
1592,,
1593,C00010 + C00002 + C08281 <=> C16528 + C00020 + C00013,-4.081496867
1594,C00010 + C00002 + C08320 <=> C16529 + C00020 + C00013,-4.081496867
1595,,
1596,C00010 + C00002 + C08281 <=> C00013 + C00020 + C16528,-4.081496867
1597,C00010 + C00002 + C08320 <=> C00013 + C00020 + C16529,-4.081496867
1598,,
1599,C00002 + C00001 + C01832 <=> C00008 + C00080 + C01832 + C00009,-26.75961617
1600,C00002 + C00001 + C02593 <=> C00008 + C00080 + C02593 + C00009,-26.75961617
1601,C00002 + C00001 + C00154 <=> C00008 + C00080 + C00154 + C00009,-26.75961617
1602,C00002 + C00001 + C21072 <=> C00008 + C00080 + C00009 + C21072,KeyError arised:'C21072'
1603,C00002 + C00001 + C00412 <=> C00008 + C00080 + C00009 + C00412,-26.75961617
1604,C00002 + C00001 + C00510 <=> C00008 + C00080 + C00510 + C00009,-26.75961617
1605,C00002 + C00001 + C02041 <=> C00008 + C00080 + C00009 + C02041,-26.75961617
1606,C00002 + C00001 + C16528 <=> C00008 + C00080 + C00009 + C16528,-26.75961617
1607,C00002 + C00001 + C16529 <=> C00008 + C00080 + C00009 + C16529,-26.75961617
1608,,
1609,C00246 <=> C00246,0
1610,C01585 <=> C01585,0
1611,C00712 <=> C00712,0
1612,C00001 + C00136 <=> C00010 + 5.0 C00080 + C00246,-30.75121541
1613,C00001 + C05270 <=> C00010 + 5.0 C00080 + C01585,-30.75280134
1614,C00001 + C21072 <=> C00010 + C00080 + C08362,KeyError arised:'C21072'
1615,C00001 + C00510 <=> C00010 + C00080 + C00712,-30.75816786
1616,C00007 + C00136 <=> C00027 + C00877,-82.1461525
1617,C00007 + C05270 <=> C00027 + C05271,-93.10220806
1618,C01944 + C00007 <=> C00027 + C05276,-93.10260904
1619,,
1620,,
1621,,
1622,,
1623,,
1624,,
1625,C00510 + C00007 <=> C00027 + C02050,-123.2912546
1626,,
1627,,
1628,C00001 + C05275 <=> C05264,-0.89791517
1629,C00001 + C03221 <=> C05262,-0.89791517
1630,C00001 + C05273 <=> C05260,-0.89791517
1631,C00001 + C05272 <=> C05258,-0.89791517
1632,C00001 + C16218 <=> C16217,10.65418807
1633,,
1634,C00001 + C00877 <=> 4.0 C00080 + C03561,-6.449088309
1635,,
1636,4.0 C00080 + C00001 + C05276 <=> C05278,KeyError arised:'C05278'
1637,,
1638,,
1639,,
1640,,
1641,,
1642,,
1643,,
1644,,
1645,,
1646,C05264 + C00003 <=> C05265 + C00080 + C00004,24.64398499
1647,C05262 + C00003 <=> C05263 + C00080 + C00004,24.64398499
1648,C05258 + C00003 <=> C05259 + C00080 + C00004,24.64398499
1649,C16217 + C00003 <=> C16216 + C00080 + C00004,13.09188175
1650,,
1651,C00003 + C03561 <=> C00080 + C00004 + C00332,21.849764
1652,,
1653,C00003 + C05278 <=> C00080 + C00004 + C05267,KeyError arised:'C05278'
1654,,
1655,,
1656,,
1657,,
1658,,
1659,,
1660,,
1661,,
1662,,
1663,C00010 + C00332 <=> 2.0 C00024,-26.31133651
1664,C00010 + C05269 <=> C00024 + C00136,-10.67368328
1665,C00010 + C05267 <=> C00024 + C05270,-10.67836856
1666,,
1667,,
1668,,
1669,,
1670,,
1671,,
1672,,
1673,,
1674,,
1675,,
1676,,
1677,,
1678,C02944 <=> 4.0 C00080 + C03221,36.08421373
1679,,
1680,,
1681,,
1682,,
1683,,
1684,,
1685,C00417 + C00001 <=> C00311,-0.741726588
1686,2.0 C00080 + C00154 + C00093 <=> C00010 + C04036,-18.73374268
1687,,
1688,,
1689,,
1690,2.0 C00080 + C00154 + C00111 <=> C00010 + C01192,-24.70918519
1691,,
1692,2.0 C00080 + C00412 + C00111 <=> C00010 + C03805,-24.70918519
1693,2.0 C00080 + C00510 + C00111 <=> C00010 + C03630,-24.70918519
1694,C00093 + 2.0 C00080 + C00154 <=> C00010 + C04036,-18.73374268
1695,,
1696,,
1697,,
1698,C00111 + 2.0 C00080 + C00154 <=> C00010 + C01192,-24.70918519
1699,,
1700,C00111 + 2.0 C00080 + C00412 <=> C00010 + C03805,-24.70918519
1701,C00111 + 2.0 C00080 + C00510 <=> C00010 + C03630,-24.70918519
1702,C00080 + C00005 + C01192 <=> C00006 + C04036,-18.06770056
1703,,
1704,,
1705,,
1706,C00080 + C01192 + C00005 <=> C04036 + C00006,-18.06770056
1707,,
1708,,
1709,,
1710,,
1711,C00510 + C04036 <=> C00010 + C13889,-11.00504323
1712,,
1713,,
1714,,
1715,,
1716,,
1717,,
1718,C00510 + C04036 <=> C00010 + C13889,-11.00504323
1719,,
1720,,
1721,,
1722,,
1723,,
1724,,
1725,,
1726,,
1727,,
1728,,
1729,,
1730,,
1731,,
1732,,
1733,,
1734,,
1735,,
1736,,
1737,,
1738,,
