,feature_name
FAM110C,FAM110C
ALDH2,ALDH2
CCDC88A,CCDC88A
CCNL2,CCNL2
SPX,SPX
TNNC2,TNNC2
E2F1,E2F1
EXD1,EXD1
PCLAF,PCLAF
PRDX2,PRDX2
IGHV3-7,IGHV3-7
TRBV10-3,TRBV10-3
PSTPIP2,PSTPIP2
PRH1,PRH1
HGD,HGD
TNFRSF1B,TNFRSF1B
TSEN54,TSEN54
ALOX15B,ALOX15B
GFI1B,GFI1B
TENM1,TENM1
TRAF4,TRAF4
NT5C,NT5C
NAA35,NAA35
SPOCK2,SPOCK2
MS4A7,MS4A7
CMC1,CMC1
TIFA,TIFA
CNTROB,CNTROB
KRT6A,KRT6A
LPAR6,LPAR6
IGHV3-66,IGHV3-66
PNMA1,PNMA1
MT-CYB,MT-CYB
TLR4,TLR4
DDHD2,DDHD2
ATP8A1,ATP8A1
KHDRBS2,KHDRBS2
IGLV4-69,IGLV4-69
NSUN7,NSUN7
RALB,RALB
RELB,RELB
KIRREL3,KIRREL3
ANLN,ANLN
AHNAK,AHNAK
HPSE,HPSE
PHOSPHO1,PHOSPHO1
PEG10,PEG10
PTMS,PTMS
ADRA2B,ADRA2B
CXCR4,CXCR4
KRT23,KRT23
GYG1,GYG1
PROX2,PROX2
UNC13D,UNC13D
MS4A3,MS4A3
COTL1,COTL1
PIP5KL1,PIP5KL1
GABARAPL1,GABARAPL1
WDR13,WDR13
SHISA8,SHISA8
PTPRN,PTPRN
KLHL4,KLHL4
CHRNA5,CHRNA5
GCLC,GCLC
TNFAIP3,TNFAIP3
TTLL10,TTLL10
TRBV19,TRBV19
RIN2,RIN2
BIRC3,BIRC3
NACAD,NACAD
BNIPL,BNIPL
WDR59,WDR59
LINC02363,LINC02363
LINC00342,LINC00342
IGFLR1,IGFLR1
ZNF703,ZNF703
BLM,BLM
FYN,FYN
CMTM5,CMTM5
FERMT3,FERMT3
SUCLG1,SUCLG1
TBC1D23,TBC1D23
RAB30,RAB30
LRRK2,LRRK2
SLC14A1,SLC14A1
GAK,GAK
ATP8B2,ATP8B2
KLHL14,KLHL14
LINC00638,LINC00638
PPP1R14B,PPP1R14B
OTUD7B,OTUD7B
DDR2,DDR2
THBS4,THBS4
DSCR9,DSCR9
SLC44A1,SLC44A1
FAM47E,FAM47E
KRT1,KRT1
ZNF664,ZNF664
LCP2,LCP2
RORC,RORC
RNF43,RNF43
GPRIN3,GPRIN3
HBQ1,HBQ1
HVCN1,HVCN1
MATN2,MATN2
UGT2B17,UGT2B17
LINC00664,LINC00664
COL24A1,COL24A1
ASH2L,ASH2L
KIF21A,KIF21A
ZMYM2,ZMYM2
RABGAP1L-DT,RABGAP1L-DT
METTL22,METTL22
TSC22D1,TSC22D1
SLC20A2,SLC20A2
CD93,CD93
QSOX1,QSOX1
MMP25,MMP25
AGO1,AGO1
MYO1G,MYO1G
NFKBIA,NFKBIA
GLI3,GLI3
NRIP3,NRIP3
PCSK6,PCSK6
TRAV41,TRAV41
ATG2A,ATG2A
SMURF2,SMURF2
SCN8A,SCN8A
CDK16,CDK16
ATP2A3,ATP2A3
PTGES,PTGES
TRAV16,TRAV16
TMEM140,TMEM140
SLC23A2,SLC23A2
GDF15,GDF15
PPP2R3A,PPP2R3A
GALNTL6,GALNTL6
IL23A,IL23A
RASIP1,RASIP1
LINC01792,LINC01792
TNIP3,TNIP3
PKHD1L1,PKHD1L1
GPR15,GPR15
DDX56,DDX56
DNER,DNER
ACKR4,ACKR4
ENKUR,ENKUR
PTCRA,PTCRA
SMURF1,SMURF1
HPN,HPN
LAX1,LAX1
ROPN1L,ROPN1L
SLC6A4,SLC6A4
LINC01465,LINC01465
ZBTB8OS,ZBTB8OS
SMG5,SMG5
PAM,PAM
ACAP2,ACAP2
CYYR1,CYYR1
PCDH9,PCDH9
LGALS3,LGALS3
MAPK6,MAPK6
MITF,MITF
DENND2A,DENND2A
LINC01597,LINC01597
KCNE5,KCNE5
PIH1D1,PIH1D1
ZDBF2,ZDBF2
MYL4,MYL4
RASSF6,RASSF6
TNNC1,TNNC1
GZMK,GZMK
B3GNT8,B3GNT8
LINC00861,LINC00861
RPS10,RPS10
RUSC2,RUSC2
FKBP7,FKBP7
OXTR,OXTR
DHFR,DHFR
CX3CR1,CX3CR1
LST1,LST1
PAK3,PAK3
PLCXD2,PLCXD2
ELANE,ELANE
TPRG1,TPRG1
RNF152,RNF152
GLUL,GLUL
HIP1,HIP1
KIR3DL3,KIR3DL3
SAP130,SAP130
PADI4,PADI4
SCYL2,SCYL2
CFAP20,CFAP20
PHACTR1,PHACTR1
CTRC,CTRC
DSC2,DSC2
ZKSCAN2-DT,ZKSCAN2-DT
KDM5C,KDM5C
INHBA,INHBA
EZH2,EZH2
TTLL3,TTLL3
TTC16,TTC16
TCOF1,TCOF1
GNPTAB,GNPTAB
SYNJ2,SYNJ2
NEDD9,NEDD9
KRCC1,KRCC1
LINC02207,LINC02207
GCSAML,GCSAML
TP53INP2,TP53INP2
RAB18,RAB18
CTTNBP2,CTTNBP2
DEPTOR,DEPTOR
TRPM2,TRPM2
SYNGR3,SYNGR3
EPHX2,EPHX2
METTL7B,METTL7B
TRAV8-4,TRAV8-4
SOCS3,SOCS3
NR4A2,NR4A2
TMED8,TMED8
MTMR12,MTMR12
WDR86,WDR86
SPAG5,SPAG5
CARD6,CARD6
MELTF,MELTF
REEP2,REEP2
ARL5B,ARL5B
BATF2,BATF2
IL18,IL18
CRADD,CRADD
CHMP3,CHMP3
DNM2,DNM2
TRIM25,TRIM25
TRAV9-2,TRAV9-2
RPL22L1,RPL22L1
MIR181A1HG,MIR181A1HG
LINC02595,LINC02595
HP,HP
CH25H,CH25H
IMPG2,IMPG2
TSPAN13,TSPAN13
SERPINE2,SERPINE2
DEPDC1B,DEPDC1B
FBXW2,FBXW2
GTSCR1,GTSCR1
CXCL10,CXCL10
SEC24A,SEC24A
HORMAD1,HORMAD1
TBC1D8,TBC1D8
MTFMT,MTFMT
WDR35,WDR35
STK10,STK10
CEP78,CEP78
AKAP12,AKAP12
KIAA1549,KIAA1549
MFGE8,MFGE8
FKBP9,FKBP9
PSD4,PSD4
TNNT3,TNNT3
DLG3,DLG3
MFN1,MFN1
SLC38A10,SLC38A10
SLC12A9,SLC12A9
RUNX2,RUNX2
CLEC4E,CLEC4E
ARHGEF18,ARHGEF18
HK2,HK2
NOG,NOG
CYP4F3,CYP4F3
CNN3,CNN3
PRDX1,PRDX1
KIF20A,KIF20A
BST1,BST1
IGLV2-23,IGLV2-23
FOSB,FOSB
PDGFB,PDGFB
COL1A2,COL1A2
