"#","timestamp","dataset","subset","subsubset","run","random","method","model","metric:accuracy","metric:f1_score","metric:runtime","metric:clstime","metric:totaltime","metric:candidates","metric:movelets","error","metric:accuracyTop5","name","key"
1176,-1,"EthanolConcentration","specific","dim2_1",0,1,"NPOI_1","-",34.6007604563,0.3456757096,24112212.843,367639.214,24479852.057,0,0,"False",100,"NPOI_1-dim2_1--","EthanolConcentration-specific-0"
1177,-1,"EthanolConcentration","specific","dim2_1_2_3",0,1,"NPOI_1_2_3","-",36.8821292776,0.3691099269,24112212.843,9459270.674,33571483.517,0,0,"False",100,"NPOI_1_2_3-dim2_1_2_3--","EthanolConcentration-specific-0"
1178,-1,"EthanolConcentration","specific","dim2_2",0,1,"NPOI_2","-",33.0798479087,0.3134849269,24112212.843,4150256.945,28262469.788,0,0,"False",100,"NPOI_2-dim2_2--","EthanolConcentration-specific-0"
1179,-1,"EthanolConcentration","specific","dim2_3",0,1,"NPOI_3","-",25.4752851711,0.2533248283,24112212.843,4320023.65,28432236.493,0,0,"False",100,"NPOI_3-dim2_3--","EthanolConcentration-specific-0"
1180,1655232458,"EthanolConcentration","specific","specific",0,1,"RL","NN",34.9809885025,0.3938741088,276322454,45902.311,276368356.311,2872827,153184,"False",100,"RL-specific-NN","EthanolConcentration-specific-0"
1181,1655232458,"EthanolConcentration","specific","specific",0,1,"RL","RF",42.2053231939,0,276322454,1425.688,276323879.688,2872827,153184,"False",100,"RL-specific-RF","EthanolConcentration-specific-0"
1182,1660968235,"EthanolConcentration","specific","specific",0,1,"U","NN",35.7414454222,0.2849963903,111631651,83454.476,111715105.476,2393156,420405,"False",100,"U-specific-NN","EthanolConcentration-specific-0"
1183,1660968235,"EthanolConcentration","specific","specific",0,1,"U","RF",41.4448669202,0,111631651,1994.259,111633645.259,2393156,420405,"False",100,"U-specific-RF","EthanolConcentration-specific-0"
2153,1661664364,"Handwriting","specific","specific",0,1,"HL","NN",12.470588088,0.1282665581,142094,8854.152,150948.152,156450,1933,"False",38.4705871344,"HL-specific-NN","Handwriting-specific-0"
2154,1661664364,"Handwriting","specific","specific",0,1,"HL","RF",13.5294117647,0,142094,1315.774,143409.774,156450,1933,"False",40,"HL-specific-RF","Handwriting-specific-0"
2159,1661664412,"Handwriting","specific","specific",0,1,"HpL","NN",13.0588233471,0.0979401618,28163,8265.882,36428.882,17847,591,"False",37.4117642641,"HpL-specific-NN","Handwriting-specific-0"
2160,1661664412,"Handwriting","specific","specific",0,1,"HpL","RF",11.5294117647,0,28163,1193.41,29356.41,17847,591,"False",36.4705882353,"HpL-specific-RF","Handwriting-specific-0"
2161,1668717057,"Handwriting","specific","specific",0,1,"HpTR50L","NN",14.0000000596,0.1171744838,29607,8169.1,37776.1,18495,626,"False",38.8235300779,"HpTR50L-specific-NN","Handwriting-specific-0"
2162,1668717057,"Handwriting","specific","specific",0,1,"HpTR50L","RF",13.0588235294,0,29607,1121.021,30728.021,18495,626,"False",38.7058823529,"HpTR50L-specific-RF","Handwriting-specific-0"
2163,1668717272,"Handwriting","specific","specific",0,1,"HpTR75L","NN",15.1764705777,0.1098594218,29427,8108.174,37535.174,18366,620,"False",40.705883503,"HpTR75L-specific-NN","Handwriting-specific-0"
2164,1668717272,"Handwriting","specific","specific",0,1,"HpTR75L","RF",13.5294117647,0,29427,1113.672,30540.672,18366,620,"False",38.8235294118,"HpTR75L-specific-RF","Handwriting-specific-0"
2155,1668717003,"Handwriting","specific","specific",0,1,"HTR50L","NN",13.2941171527,0.1310588568,145178,9092.878,154270.878,156450,2011,"False",37.7647072077,"HTR50L-specific-NN","Handwriting-specific-0"
2156,1668717003,"Handwriting","specific","specific",0,1,"HTR50L","RF",14.4705882353,0,145178,1252.088,146430.088,156450,2011,"False",40.9411764706,"HTR50L-specific-RF","Handwriting-specific-0"
2157,1668717220,"Handwriting","specific","specific",0,1,"HTR75L","NN",12.5882357359,0.128165409,147859,8850.981,156709.981,156450,2012,"False",37.529411912,"HTR75L-specific-NN","Handwriting-specific-0"
2158,1668717220,"Handwriting","specific","specific",0,1,"HTR75L","RF",13.1764705882,0,147859,1147.859,149006.859,156450,2012,"False",40.8235294118,"HTR75L-specific-RF","Handwriting-specific-0"
2165,-1,"Handwriting","specific","dim0_1",0,1,"NPOI_1","-",5.1764705882,0.0474072657,239998.663,0,239998.663,0,0,"False",20.2352941176,"NPOI_1-dim0_1--","Handwriting-specific-0"
2166,-1,"Handwriting","specific","dim0_1_2_3",0,1,"NPOI_1_2_3","-",4.5882352941,0.0436312071,239998.663,0,239998.663,0,0,"False",20.9411764706,"NPOI_1_2_3-dim0_1_2_3--","Handwriting-specific-0"
2167,-1,"Handwriting","specific","dim0_2",0,1,"NPOI_2","-",5.0588235294,0.0037248787,239998.663,0,239998.663,0,0,"False",20.3529411765,"NPOI_2-dim0_2--","Handwriting-specific-0"
2168,-1,"Handwriting","specific","dim0_3",0,1,"NPOI_3","-",5.0588235294,0.0037165082,239998.663,0,239998.663,0,0,"False",20.1176470588,"NPOI_3-dim0_3--","Handwriting-specific-0"
2169,1661664071,"Handwriting","specific","specific",0,1,"RL","NN",24.7058823705,0.2379059494,107429,8437.63,115866.63,17010,1138,"False",54.3529391289,"RL-specific-NN","Handwriting-specific-0"
2170,1661664071,"Handwriting","specific","specific",0,1,"RL","RF",25.4117647059,0,107429,1200.233,108629.233,17010,1138,"False",54.8235294118,"RL-specific-RF","Handwriting-specific-0"
2171,1661664206,"Handwriting","specific","specific",0,1,"U","NN",12.7058818936,0.1016126871,119359,8825.986,128184.986,24882,1778,"False",38.2352948189,"U-specific-NN","Handwriting-specific-0"
2172,1661664206,"Handwriting","specific","specific",0,1,"U","RF",13.2941176471,0,119359,1198.337,120557.337,24882,1778,"False",38.4705882353,"U-specific-RF","Handwriting-specific-0"
