"#","timestamp","dataset","subset","subsubset","run","random","method","model","metric:accuracy","metric:f1_score","metric:runtime","metric:clstime","metric:totaltime","metric:candidates","metric:movelets","error","metric:accuracyTop5","name","key"
704,1643094549,"CBF","specific","specific",0,1,"HpL","RF",60,0,15733,901.207,16634.207,6924,1275,"False",100,"HpL-specific-RF","CBF-specific-0"
705,1643094650,"CBF","specific","specific",0,1,"HpTR50L","NN",62.9999995232,0.6316606998,16857,10440.038,27297.038,9089,1297,"False",100,"HpTR50L-specific-NN","CBF-specific-0"
706,1643094650,"CBF","specific","specific",0,1,"HpTR50L","RF",65.6666666667,0,16857,905.913,17762.913,9089,1297,"False",100,"HpTR50L-specific-RF","CBF-specific-0"
707,1643094720,"CBF","specific","specific",0,1,"HpTR75L","NN",60.7777774334,0.6088778377,16548,10519.841,27067.841,8777,1296,"False",100,"HpTR75L-specific-NN","CBF-specific-0"
708,1643094720,"CBF","specific","specific",0,1,"HpTR75L","RF",60.2222222222,0,16548,903.654,17451.654,8777,1296,"False",100,"HpTR75L-specific-RF","CBF-specific-0"
699,1643094615,"CBF","specific","specific",0,1,"HTR50L","NN",60.444444418,0.6100107431,19497,11564.512,31061.512,22590,1648,"False",100,"HTR50L-specific-NN","CBF-specific-0"
700,1643094615,"CBF","specific","specific",0,1,"HTR50L","RF",59.1111111111,0,19497,909.313,20406.313,22590,1648,"False",100,"HTR50L-specific-RF","CBF-specific-0"
701,1643094686,"CBF","specific","specific",0,1,"HTR75L","NN",60.6666684151,0.6065975428,19403,11595.217,30998.217,22590,1651,"False",100,"HTR75L-specific-NN","CBF-specific-0"
702,1643094686,"CBF","specific","specific",0,1,"HTR75L","RF",60.5555555556,0,19403,904.86,20307.86,22590,1651,"False",100,"HTR75L-specific-RF","CBF-specific-0"
713,-1,"CBF","specific","dim0_1",0,1,"NPOI_1","-",33.1111111111,0.1661092531,67264.265,7943.28,75207.545,0,0,"False",100,"NPOI_1-dim0_1--","CBF-specific-0"
714,-1,"CBF","specific","dim0_1_2_3",0,1,"NPOI_1_2_3","-",33.1111111111,0.1658319421,67264.265,17237.582,84501.847,0,0,"False",100,"NPOI_1_2_3-dim0_1_2_3--","CBF-specific-0"
715,-1,"CBF","specific","dim0_2",0,1,"NPOI_2","-",33.1111111111,0.1658319421,67264.265,8855.78,76120.045,0,0,"False",100,"NPOI_2-dim0_2--","CBF-specific-0"
716,-1,"CBF","specific","dim0_3",0,1,"NPOI_3","-",33.1111111111,0.1658319421,67264.265,8182.328,75446.593,0,0,"False",100,"NPOI_3-dim0_3--","CBF-specific-0"
717,1643094482,"CBF","specific","specific",0,1,"RL","NN",72.1111118793,0.7235348821,14746,9862.93,24608.93,2280,592,"False",100,"RL-specific-NN","CBF-specific-0"
718,1643094482,"CBF","specific","specific",0,1,"RL","RF",84.6666666667,0,14746,894.039,15640.039,2280,592,"False",100,"RL-specific-RF","CBF-specific-0"
719,1658585843,"CBF","specific","specific",0,1,"U","NN",62.222224474,0.6228314042,31960,11652.91,43612.91,6218,1798,"False",100,"U-specific-NN","CBF-specific-0"
720,1658585843,"CBF","specific","specific",0,1,"U","RF",65.1111111111,0,31960,916.665,32876.665,6218,1798,"False",100,"U-specific-RF","CBF-specific-0"
745,1647375152,"CharacterTrajectories","specific","specific",0,1,"HL","NN",91.0863518715,0.9174245,12531495,49891.399,12581386.399,1019744,28002,"False",99.8607218266,"HL-specific-NN","CharacterTrajectories-specific-0"
746,1647375152,"CharacterTrajectories","specific","specific",0,1,"HL","RF",77.4373259053,0,12531495,2418.821,12533913.821,1019744,28002,"False",99.0947075209,"HL-specific-RF","CharacterTrajectories-specific-0"
751,1647388024,"CharacterTrajectories","specific","specific",0,1,"HpL","NN",90.4596090317,0.9131247997,12602132,51666.645,12653798.645,1019744,28002,"False",99.9303638935,"HpL-specific-NN","CharacterTrajectories-specific-0"
752,1647388024,"CharacterTrajectories","specific","specific",0,1,"HpL","RF",78.6211699164,0,12602132,2473.967,12604605.967,1019744,28002,"False",99.1643454039,"HpL-specific-RF","CharacterTrajectories-specific-0"
753,1647429184,"CharacterTrajectories","specific","specific",0,1,"HpTR50L","NN",92.6183819771,0.9340268373,21802067,68114.276,21870181.276,1019744,41895,"False",100,"HpTR50L-specific-NN","CharacterTrajectories-specific-0"
754,1647429184,"CharacterTrajectories","specific","specific",0,1,"HpTR50L","RF",83.56545961,0,21802067,2416.666,21804483.666,1019744,41895,"False",99.791086351,"HpTR50L-specific-RF","CharacterTrajectories-specific-0"
755,1647468303,"CharacterTrajectories","specific","specific",0,1,"HpTR75L","NN",92.7576601505,0.9342804551,19072047,67395.462,19139442.462,1019744,39255,"False",99.7910857201,"HpTR75L-specific-NN","CharacterTrajectories-specific-0"
756,1647468303,"CharacterTrajectories","specific","specific",0,1,"HpTR75L","RF",81.4763231198,0,19072047,2350.101,19074397.101,1019744,39255,"False",99.651810585,"HpTR75L-specific-RF","CharacterTrajectories-specific-0"
747,1647406844,"CharacterTrajectories","specific","specific",0,1,"HTR50L","NN",92.6183819771,0.9369814992,18555703,66871.626,18622574.626,1019744,41895,"False",99.8607218266,"HTR50L-specific-NN","CharacterTrajectories-specific-0"
748,1647406844,"CharacterTrajectories","specific","specific",0,1,"HTR50L","RF",83.9832869081,0,18555703,2852.688,18558555.688,1019744,41895,"False",99.791086351,"HTR50L-specific-RF","CharacterTrajectories-specific-0"
749,1647448732,"CharacterTrajectories","specific","specific",0,1,"HTR75L","NN",93.2451248169,0.9390063286,19026874,67947.161,19094821.161,1019744,39255,"False",99.9303638935,"HTR75L-specific-NN","CharacterTrajectories-specific-0"
750,1647448732,"CharacterTrajectories","specific","specific",0,1,"HTR75L","RF",81.4763231198,0,19026874,2404.459,19029278.459,1019744,39255,"False",99.791086351,"HTR75L-specific-RF","CharacterTrajectories-specific-0"
757,-1,"CharacterTrajectories","specific","dim2_1",0,1,"NPOI_1","-",8.56545961,0.079695943,9749974.554,1950075.96,11700050.514,0,0,"False",32.5905292479,"NPOI_1-dim2_1--","CharacterTrajectories-specific-0"
758,-1,"CharacterTrajectories","specific","dim2_1_2_3",0,1,"NPOI_1_2_3","-",8.426183844,0.0750650237,9749974.554,21369552.401,31119526.955,0,0,"False",33.217270195,"NPOI_1_2_3-dim2_1_2_3--","CharacterTrajectories-specific-0"
759,-1,"CharacterTrajectories","specific","dim2_2",0,1,"NPOI_2","-",9.9582172702,0.0784117834,9749974.554,2051830.867,11801805.421,0,0,"False",31.9637883008,"NPOI_2-dim2_2--","CharacterTrajectories-specific-0"
760,-1,"CharacterTrajectories","specific","dim2_3",0,1,"NPOI_3","-",9.2618384401,0.0834922272,9749974.554,1929688.778,11679663.332,0,0,"False",33.635097493,"NPOI_3-dim2_3--","CharacterTrajectories-specific-0"
761,1647356206,"CharacterTrajectories","specific","specific",0,1,"RL","NN",91.5738165379,0.9244038463,5268916,41755.421,5310671.421,102699,20444,"False",99.7910857201,"RL-specific-NN","CharacterTrajectories-specific-0"
762,1647356206,"CharacterTrajectories","specific","specific",0,1,"RL","RF",82.3119777159,0,5268916,2244.861,5271160.861,102699,20444,"False",99.4428969359,"RL-specific-RF","CharacterTrajectories-specific-0"
763,1658645458,"CharacterTrajectories","specific","specific",0,1,"U","NN",88.9275789261,0.9018182755,8848480,85868.254,8934348.254,261687,51199,"False",99.5821714401,"U-specific-NN","CharacterTrajectories-specific-0"
764,1658645458,"CharacterTrajectories","specific","specific",0,1,"U","RF",82.5905292479,0,8848480,2991.262,8851471.262,261687,51199,"False",99.2339832869,"U-specific-RF","CharacterTrajectories-specific-0"
766,1643097478,"Chinatown","specific","specific",0,1,"HL","NN",92.7113711834,0.9275349379,520,7847.723,8367.723,2200,147,"False",100,"HL-specific-NN","Chinatown-specific-0"
767,1643097478,"Chinatown","specific","specific",0,1,"HL","RF",96.5014577259,0,520,882.53,1402.53,2200,147,"False",100,"HL-specific-RF","Chinatown-specific-0"
772,1643097489,"Chinatown","specific","specific",0,1,"HpL","NN",93.0029153824,0.9300348759,471,7843.737,8314.737,514,99,"False",100,"HpL-specific-NN","Chinatown-specific-0"
773,1643097489,"Chinatown","specific","specific",0,1,"HpL","RF",95.6268221574,0,471,887.047,1358.047,514,99,"False",100,"HpL-specific-RF","Chinatown-specific-0"
774,1643097533,"Chinatown","specific","specific",0,1,"HpTR50L","NN",93.8775539398,0.9355418682,584,7883.538,8467.538,1056,157,"False",100,"HpTR50L-specific-NN","Chinatown-specific-0"
775,1643097533,"Chinatown","specific","specific",0,1,"HpTR50L","RF",96.7930029155,0,584,883.77,1467.77,1056,157,"False",100,"HpTR50L-specific-RF","Chinatown-specific-0"
776,1643097556,"Chinatown","specific","specific",0,1,"HpTR75L","NN",95.6268250942,0.9545278549,508,7835.245,8343.245,802,144,"False",100,"HpTR75L-specific-NN","Chinatown-specific-0"
777,1643097556,"Chinatown","specific","specific",0,1,"HpTR75L","RF",96.2099125364,0,508,898.148,1406.148,802,144,"False",100,"HpTR75L-specific-RF","Chinatown-specific-0"
768,1643097521,"Chinatown","specific","specific",0,1,"HTR50L","NN",93.2944595814,0.931538403,514,7822.234,8336.234,2200,159,"False",100,"HTR50L-specific-NN","Chinatown-specific-0"
769,1643097521,"Chinatown","specific","specific",0,1,"HTR50L","RF",95.3352769679,0,514,915.618,1429.618,2200,159,"False",100,"HTR50L-specific-RF","Chinatown-specific-0"
770,1643097545,"Chinatown","specific","specific",0,1,"HTR75L","NN",93.8775539398,0.9375349283,537,7841.072,8378.072,2200,158,"False",100,"HTR75L-specific-NN","Chinatown-specific-0"
771,1643097545,"Chinatown","specific","specific",0,1,"HTR75L","RF",96.5014577259,0,537,884.481,1421.481,2200,158,"False",100,"HTR75L-specific-RF","Chinatown-specific-0"
782,-1,"Chinatown","specific","dim0_1",0,1,"NPOI_1","-",53.9358600583,0.5076853198,2480.438,5134.761,7615.199,0,0,"False",100,"NPOI_1-dim0_1--","Chinatown-specific-0"
783,-1,"Chinatown","specific","dim0_1_2_3",0,1,"NPOI_1_2_3","-",50.4373177843,0.4808582621,2480.438,5145.256,7625.694,0,0,"False",100,"NPOI_1_2_3-dim0_1_2_3--","Chinatown-specific-0"
784,-1,"Chinatown","specific","dim0_2",0,1,"NPOI_2","-",32.944606414,0.2976317664,2480.438,4100.373,6580.811,0,0,"False",100,"NPOI_2-dim0_2--","Chinatown-specific-0"
785,-1,"Chinatown","specific","dim0_3",0,1,"NPOI_3","-",27.4052478134,0.2151029748,2480.438,3946.016,6426.454,0,0,"False",100,"NPOI_3-dim0_3--","Chinatown-specific-0"
786,1643097466,"Chinatown","specific","specific",0,1,"RL","NN",91.836732626,0.9170454144,683,7860.653,8543.653,220,78,"False",100,"RL-specific-NN","Chinatown-specific-0"
787,1643097466,"Chinatown","specific","specific",0,1,"RL","RF",94.1690962099,0,683,916.206,1599.206,220,78,"False",100,"RL-specific-RF","Chinatown-specific-0"
788,1658585969,"Chinatown","specific","specific",0,1,"U","NN",83.6734712124,0.8350872993,1115,7462.691,8577.691,903,288,"False",100,"U-specific-NN","Chinatown-specific-0"
789,1658585969,"Chinatown","specific","specific",0,1,"U","RF",93.5860058309,0,1115,886.605,2001.605,903,288,"False",100,"U-specific-RF","Chinatown-specific-0"
790,1643637426,"ChlorineConcentration","specific","specific",0,1,"HL","NN",57.8906238079,0.5848608017,6213038,261465.771,6474503.771,532847,34838,"False",100,"HL-specific-NN","ChlorineConcentration-specific-0"
791,1643637426,"ChlorineConcentration","specific","specific",0,1,"HL","RF",57.6041666667,0,6213038,3907.388,6216945.388,532847,34838,"False",100,"HL-specific-RF","ChlorineConcentration-specific-0"
796,1643644022,"ChlorineConcentration","specific","specific",0,1,"HpL","NN",57.6822936535,0.5828238726,5799718,259983.631,6059701.631,203997,33616,"False",100,"HpL-specific-NN","ChlorineConcentration-specific-0"
797,1643644022,"ChlorineConcentration","specific","specific",0,1,"HpL","RF",56.2760416667,0,5799718,3915.877,5803633.877,203997,33616,"False",100,"HpL-specific-RF","ChlorineConcentration-specific-0"
798,1643662539,"ChlorineConcentration","specific","specific",0,1,"HpTR50L","NN",58.3333313465,0.5901540518,6431805,206532.689,6638337.689,242016,34256,"False",100,"HpTR50L-specific-NN","ChlorineConcentration-specific-0"
799,1643662539,"ChlorineConcentration","specific","specific",0,1,"HpTR50L","RF",57.7864583333,0,6431805,3454,6435259,242016,34256,"False",100,"HpTR50L-specific-RF","ChlorineConcentration-specific-0"
800,1643678852,"ChlorineConcentration","specific","specific",0,1,"HpTR75L","NN",58.3854138851,0.5904696584,6063075,206167.569,6269242.569,236862,34104,"False",100,"HpTR75L-specific-NN","ChlorineConcentration-specific-0"
801,1643678852,"ChlorineConcentration","specific","specific",0,1,"HpTR75L","RF",57.109375,0,6063075,3423.858,6066498.858,236862,34104,"False",100,"HpTR75L-specific-RF","ChlorineConcentration-specific-0"
792,1643655600,"ChlorineConcentration","specific","specific",0,1,"HTR50L","NN",60.4166686535,0.6098814011,8981971,181653.719,9163624.719,532847,30000,"False",100,"HTR50L-specific-NN","ChlorineConcentration-specific-0"
793,1643655600,"ChlorineConcentration","specific","specific",0,1,"HTR50L","RF",60.4427083333,0,8981971,3090.634,8985061.634,532847,30000,"False",100,"HTR50L-specific-RF","ChlorineConcentration-specific-0"
794,1643672261,"ChlorineConcentration","specific","specific",0,1,"HTR75L","NN",60.15625,0.6073000431,8985037,185305.149,9170342.149,532847,30450,"False",100,"HTR75L-specific-NN","ChlorineConcentration-specific-0"
795,1643672261,"ChlorineConcentration","specific","specific",0,1,"HTR75L","RF",60.3125,0,8985037,3328.379,8988365.379,532847,30450,"False",100,"HTR75L-specific-RF","ChlorineConcentration-specific-0"
806,-1,"ChlorineConcentration","specific","dim0_1",0,1,"NPOI_1","-",53.2291666667,0.2330395555,9262748.247,1401082.044,10663830.291,0,0,"False",100,"NPOI_1-dim0_1--","ChlorineConcentration-specific-0"
807,-1,"ChlorineConcentration","specific","dim0_2",0,1,"NPOI_2","-",53.2552083333,0.2316624186,9262748.247,971668.618,10234416.865,0,0,"False",100,"NPOI_2-dim0_2--","ChlorineConcentration-specific-0"
808,-1,"ChlorineConcentration","specific","dim0_3",0,1,"NPOI_3","-",53.2552083333,0.2316624186,9262748.247,979749.033,10242497.28,0,0,"False",100,"NPOI_3-dim0_3--","ChlorineConcentration-specific-0"
809,1643630990,"ChlorineConcentration","specific","specific",0,1,"RL","NN",64.1927063465,0.646445632,3250221,130446.264,3380667.264,53705,11908,"False",100,"RL-specific-NN","ChlorineConcentration-specific-0"
810,1643630990,"ChlorineConcentration","specific","specific",0,1,"RL","RF",62.3958333333,0,3250221,2073.254,3252294.254,53705,11908,"False",100,"RL-specific-RF","ChlorineConcentration-specific-0"
811,-1,"ChlorineConcentration","specific","specific",0,1,"U","NN",0,0,604800912,0,604800912,102653,31815,"True",0,"U-specific-NN","ChlorineConcentration-specific-0"
812,1644505119,"CinCECGTorso","specific","specific",0,1,"HL","NN",58.5507273674,0.5821590424,5733852,65269.484,5799121.484,588600,21043,"False",100,"HL-specific-NN","CinCECGTorso-specific-0"
813,1644505119,"CinCECGTorso","specific","specific",0,1,"HL","RF",55.2173913043,0,5733852,1693.446,5735545.446,588600,21043,"False",100,"HL-specific-RF","CinCECGTorso-specific-0"
818,1644510177,"CinCECGTorso","specific","specific",0,1,"HpL","NN",61.8115961552,0.6159878969,4906404,59715.19,4966119.19,170649,19624,"False",100,"HpL-specific-NN","CinCECGTorso-specific-0"
819,1644510177,"CinCECGTorso","specific","specific",0,1,"HpL","RF",57.0289855072,0,4906404,1271.459,4907675.459,170649,19624,"False",100,"HpL-specific-RF","CinCECGTorso-specific-0"
820,1644523233,"CinCECGTorso","specific","specific",0,1,"HpTR50L","NN",57.3913037777,0.5730080605,4912906,60423.386,4973329.386,173903,19900,"False",100,"HpTR50L-specific-NN","CinCECGTorso-specific-0"
821,1644523233,"CinCECGTorso","specific","specific",0,1,"HpTR50L","RF",57.8985507246,0,4912906,1422.928,4914328.928,173903,19900,"False",100,"HpTR50L-specific-RF","CinCECGTorso-specific-0"
822,1644534081,"CinCECGTorso","specific","specific",0,1,"HpTR75L","NN",58.4782600403,0.5827647448,4902429,53528.273,4955957.273,173046,19852,"False",100,"HpTR75L-specific-NN","CinCECGTorso-specific-0"
823,1644534081,"CinCECGTorso","specific","specific",0,1,"HpTR75L","RF",57.7536231884,0,4902429,1285.526,4903714.526,173046,19852,"False",100,"HpTR75L-specific-RF","CinCECGTorso-specific-0"
814,1644518175,"CinCECGTorso","specific","specific",0,1,"HTR50L","NN",57.1014463902,0.5683034062,5810500,62479.488,5872979.488,588600,21043,"False",100,"HTR50L-specific-NN","CinCECGTorso-specific-0"
815,1644518175,"CinCECGTorso","specific","specific",0,1,"HTR50L","RF",55.2173913043,0,5810500,1411.936,5811911.936,588600,21043,"False",100,"HTR50L-specific-RF","CinCECGTorso-specific-0"
816,1644529036,"CinCECGTorso","specific","specific",0,1,"HTR75L","NN",58.3333313465,0.5823208094,5664452,60232.341,5724684.341,588600,21043,"False",100,"HTR75L-specific-NN","CinCECGTorso-specific-0"
817,1644529036,"CinCECGTorso","specific","specific",0,1,"HTR75L","RF",55.2173913043,0,5664452,1306.086,5665758.086,588600,21043,"False",100,"HTR75L-specific-RF","CinCECGTorso-specific-0"
828,-1,"CinCECGTorso","specific","dim0_1",0,1,"NPOI_1","-",25.9420289855,0.1906104792,13660049.45,283628.152,13943677.602,0,0,"False",100,"NPOI_1-dim0_1--","CinCECGTorso-specific-0"
829,-1,"CinCECGTorso","specific","dim0_1_2_3",0,1,"NPOI_1_2_3","-",24.4927536232,0.1772187757,13660049.45,1970529.047,15630578.497,0,0,"False",100,"NPOI_1_2_3-dim0_1_2_3--","CinCECGTorso-specific-0"
830,-1,"CinCECGTorso","specific","dim0_2",0,1,"NPOI_2","-",24.7826086957,0.0993031359,13660049.45,164835.396,13824884.846,0,0,"False",100,"NPOI_2-dim0_2--","CinCECGTorso-specific-0"
831,-1,"CinCECGTorso","specific","dim0_3",0,1,"NPOI_3","-",24.8550724638,0.0995356936,13660049.45,259047.907,13919097.357,0,0,"False",100,"NPOI_3-dim0_3--","CinCECGTorso-specific-0"
832,1643715779,"CinCECGTorso","specific","specific",0,1,"RL","NN",64.8550748825,0.6487235427,4141320,28296.755,4169616.755,58880,8558,"False",100,"RL-specific-NN","CinCECGTorso-specific-0"
833,1643715779,"CinCECGTorso","specific","specific",0,1,"RL","RF",55.5072463768,0,4141320,1058.201,4142378.201,58880,8558,"False",100,"RL-specific-RF","CinCECGTorso-specific-0"
834,1659198647,"CinCECGTorso","specific","specific",0,1,"U","NN",54.6376824379,0.5327905416,7848727,64192.799,7912919.799,95159,23810,"False",100,"U-specific-NN","CinCECGTorso-specific-0"
835,1659198647,"CinCECGTorso","specific","specific",0,1,"U","RF",60.8695652174,0,7848727,1832.81,7850559.81,95159,23810,"False",100,"U-specific-RF","CinCECGTorso-specific-0"
836,1644534351,"Coffee","specific","specific",0,1,"HL","NN",89.2857134342,0.8928570747,28218,8487.256,36705.256,55468,3831,"False",100,"HL-specific-NN","Coffee-specific-0"
837,1644534351,"Coffee","specific","specific",0,1,"HL","RF",96.4285714286,0,28218,876.307,29094.307,55468,3831,"False",100,"HL-specific-RF","Coffee-specific-0"
842,1644534385,"Coffee","specific","specific",0,1,"HpL","NN",92.8571403027,0.9285713434,20888,8541.625,29429.625,15550,3132,"False",100,"HpL-specific-NN","Coffee-specific-0"
843,1644534385,"Coffee","specific","specific",0,1,"HpL","RF",92.8571428571,0,20888,887.731,21775.731,15550,3132,"False",100,"HpL-specific-RF","Coffee-specific-0"
844,1644534486,"Coffee","specific","specific",0,1,"HpTR50L","NN",92.8571403027,0.9285713434,27083,8633.644,35716.644,21271,3094,"False",100,"HpTR50L-specific-NN","Coffee-specific-0"
845,1644534486,"Coffee","specific","specific",0,1,"HpTR50L","RF",100,0,27083,888.912,27971.912,21271,3094,"False",100,"HpTR50L-specific-RF","Coffee-specific-0"
846,1644534570,"Coffee","specific","specific",0,1,"HpTR75L","NN",85.7142865658,0.8571428061,25718,8543.32,34261.32,20109,3165,"False",100,"HpTR75L-specific-NN","Coffee-specific-0"
847,1644534570,"Coffee","specific","specific",0,1,"HpTR75L","RF",92.8571428571,0,25718,885.128,26603.128,20109,3165,"False",100,"HpTR75L-specific-RF","Coffee-specific-0"
838,1644534446,"Coffee","specific","specific",0,1,"HTR50L","NN",92.8571403027,0.9285713434,32144,8361.449,40505.449,55468,3640,"False",100,"HTR50L-specific-NN","Coffee-specific-0"
839,1644534446,"Coffee","specific","specific",0,1,"HTR50L","RF",96.4285714286,0,32144,894.797,33038.797,55468,3640,"False",100,"HTR50L-specific-RF","Coffee-specific-0"
840,1644534531,"Coffee","specific","specific",0,1,"HTR75L","NN",89.2857134342,0.8928570747,32106,8330.214,40436.214,55468,3640,"False",100,"HTR75L-specific-NN","Coffee-specific-0"
841,1644534531,"Coffee","specific","specific",0,1,"HTR75L","RF",96.4285714286,0,32106,891.268,32997.268,55468,3640,"False",100,"HTR75L-specific-RF","Coffee-specific-0"
852,-1,"Coffee","specific","dim0_1",0,1,"NPOI_1","-",53.5714285714,0.3488372093,13289.755,5105.512,18395.267,0,0,"False",100,"NPOI_1-dim0_1--","Coffee-specific-0"
853,-1,"Coffee","specific","dim0_1_2_3",0,1,"NPOI_1_2_3","-",53.5714285714,0.3488372093,13289.755,7644.599,20934.354,0,0,"False",100,"NPOI_1_2_3-dim0_1_2_3--","Coffee-specific-0"
854,-1,"Coffee","specific","dim0_2",0,1,"NPOI_2","-",53.5714285714,0.3488372093,13289.755,4995.892,18285.647,0,0,"False",100,"NPOI_2-dim0_2--","Coffee-specific-0"
855,-1,"Coffee","specific","dim0_3",0,1,"NPOI_3","-",53.5714285714,0.3488372093,13289.755,4970.492,18260.247,0,0,"False",100,"NPOI_3-dim0_3--","Coffee-specific-0"
856,1644534312,"Coffee","specific","specific",0,1,"RL","NN",96.4285731316,0.9642856121,10627,7697.547,18324.547,5572,1345,"False",100,"RL-specific-NN","Coffee-specific-0"
857,1644534312,"Coffee","specific","specific",0,1,"RL","RF",100,0,10627,874.288,11501.288,5572,1345,"False",100,"RL-specific-RF","Coffee-specific-0"
858,1659198808,"Coffee","specific","specific",0,1,"U","NN",85.7142865658,0.8571428061,8905,8944.25,17849.25,14594,4661,"False",100,"U-specific-NN","Coffee-specific-0"
859,1659198808,"Coffee","specific","specific",0,1,"U","RF",96.4285714286,0,8905,897.27,9802.27,14594,4661,"False",100,"U-specific-RF","Coffee-specific-0"
860,1644574582,"Computers","specific","specific",0,1,"HL","NN",68.0000007153,0.7099999189,24940202,83657.341,25023859.341,1421536,64123,"False",100,"HL-specific-NN","Computers-specific-0"
861,1644574582,"Computers","specific","specific",0,1,"HL","RF",73.2,0,24940202,1370.869,24941572.869,1421536,64123,"False",100,"HL-specific-RF","Computers-specific-0"
866,1644578672,"Computers","specific","specific",0,1,"HpL","NN",75.9999990463,0.7599999309,3786106,11370.397,3797476.397,493532,2485,"False",100,"HpL-specific-NN","Computers-specific-0"
867,1644578672,"Computers","specific","specific",0,1,"HpL","RF",76,0,3786106,896.344,3787002.344,493532,2485,"False",100,"HpL-specific-RF","Computers-specific-0"
868,1644613667,"Computers","specific","specific",0,1,"HpTR50L","NN",81.9999992847,0.8199999332,4884101,13603.111,4897704.111,587209,5081,"False",100,"HpTR50L-specific-NN","Computers-specific-0"
869,1644613667,"Computers","specific","specific",0,1,"HpTR50L","RF",79.6,0,4884101,929.075,4885030.075,587209,5081,"False",100,"HpTR50L-specific-RF","Computers-specific-0"
870,1644645600,"Computers","specific","specific",0,1,"HpTR75L","NN",81.5999984741,0.8174999356,4537011,13169.245,4550180.245,565726,4534,"False",100,"HpTR75L-specific-NN","Computers-specific-0"
871,1644645600,"Computers","specific","specific",0,1,"HpTR75L","RF",77.6,0,4537011,909.987,4537920.987,565726,4534,"False",100,"HpTR75L-specific-RF","Computers-specific-0"
862,1644608444,"Computers","specific","specific",0,1,"HTR50L","NN",73.1999993324,0.7799999714,28461160,91088.748,28552248.748,1421536,69461,"False",100,"HTR50L-specific-NN","Computers-specific-0"
863,1644608444,"Computers","specific","specific",0,1,"HTR50L","RF",78.8,0,28461160,1569.922,28462729.922,1421536,69461,"False",100,"HTR50L-specific-RF","Computers-specific-0"
864,1644640700,"Computers","specific","specific",0,1,"HTR75L","NN",71.6000020504,0.7549999356,27010298,95044.263,27105342.263,1421536,72889,"False",100,"HTR75L-specific-NN","Computers-specific-0"
865,1644640700,"Computers","specific","specific",0,1,"HTR75L","RF",80,0,27010298,1683.181,27011981.181,1421536,72889,"False",100,"HTR75L-specific-RF","Computers-specific-0"
876,-1,"Computers","specific","dim0_1",0,1,"NPOI_1","-",50,0.3333333333,147633.263,5407.637,153040.9,0,0,"False",100,"NPOI_1-dim0_1--","Computers-specific-0"
877,-1,"Computers","specific","dim0_1_2_3",0,1,"NPOI_1_2_3","-",50,0.3333333333,147633.263,14669.708,162302.971,0,0,"False",100,"NPOI_1_2_3-dim0_1_2_3--","Computers-specific-0"
878,-1,"Computers","specific","dim0_2",0,1,"NPOI_2","-",50,0.3333333333,147633.263,7030.143,154663.406,0,0,"False",100,"NPOI_2-dim0_2--","Computers-specific-0"
879,-1,"Computers","specific","dim0_3",0,1,"NPOI_3","-",50,0.3333333333,147633.263,9734.362,157367.625,0,0,"False",100,"NPOI_3-dim0_3--","Computers-specific-0"
880,1644549552,"Computers","specific","specific",0,1,"RL","NN",74.4000017643,0.7499999404,4486584,42348.761,4528932.761,143500,30266,"False",100,"RL-specific-NN","Computers-specific-0"
881,1644549552,"Computers","specific","specific",0,1,"RL","RF",75.6,0,4486584,1212.708,4487796.708,143500,30266,"False",100,"RL-specific-RF","Computers-specific-0"
882,1659202667,"Computers","specific","specific",0,1,"U","NN",65.600001812,0.6949999332,3844858,140464.551,3985322.551,343067,111557,"False",100,"U-specific-NN","Computers-specific-0"
883,1659202667,"Computers","specific","specific",0,1,"U","RF",70.4,0,3844858,1694.704,3846552.704,343067,111557,"False",100,"U-specific-RF","Computers-specific-0"
884,-1,"Cricket","specific","specific",0,1,"HL","NN",91.6666686535,0.9166666269,604800007,15343.858,604815350.858,53438049,45862,"True",100,"HL-specific-NN","Cricket-specific-0"
885,-1,"Cricket","specific","specific",0,1,"HL","RF",94.4444444444,0,604800007,1094.004,604801101.004,53438049,45862,"True",100,"HL-specific-RF","Cricket-specific-0"
890,1648496092,"Cricket","specific","specific",0,1,"HpL","NN",94.4444417953,0.9444443583,92251068,21228.043,92272296.043,3274586,103616,"False",100,"HpL-specific-NN","Cricket-specific-0"
891,1648496092,"Cricket","specific","specific",0,1,"HpL","RF",93.0555555556,0,92251068,1082.805,92252150.805,3274586,103616,"False",100,"HpL-specific-RF","Cricket-specific-0"
892,1649198939,"Cricket","specific","specific",0,1,"HpTR50L","NN",94.4444417953,0.9444443583,97752725,20681.089,97773406.089,3295617,103673,"False",100,"HpTR50L-specific-NN","Cricket-specific-0"
893,1649198939,"Cricket","specific","specific",0,1,"HpTR50L","RF",90.2777777778,0,97752725,1063.834,97753788.834,3295617,103673,"False",100,"HpTR50L-specific-RF","Cricket-specific-0"
894,1649902592,"Cricket","specific","specific",0,1,"HpTR75L","NN",94.4444417953,0.9444443583,98562816,20058.716,98582874.716,3295615,103673,"False",100,"HpTR75L-specific-NN","Cricket-specific-0"
895,1649902592,"Cricket","specific","specific",0,1,"HpTR75L","RF",91.6666666667,0,98562816,971.039,98563787.039,3295615,103673,"False",100,"HpTR75L-specific-RF","Cricket-specific-0"
