ID,SMILES,standardized_smiles
Target435,Clc1ncc(cc1)CN(C(=NC#N)C)C,CC(=NC#N)N(C)Cc1ccc(Cl)nc1
Target438,CC(C)(C)Nc1nc(N)nc(Cl)n1,CC(C)(C)Nc1nc(N)nc(Cl)n1
Target44,[O-][N+](C)(C)C[C@H]2CCCC[C@]2(O)c1cc(OC)ccc1,COc1cccc([C@@]2(O)CCCC[C@@H]2C[N+](C)(C)[O-])c1
Target442,c1(nc(nc(n1)Cl)NCC)NC(C)(C)C,CCNc1nc(Cl)nc(NC(C)(C)C)n1
Target45,COC(=O)Nc1[nH]c2ccc(cc2n1)S(=O)c3ccccc3,COC(=O)Nc1nc2cc([S+]([O-])c3ccccc3)ccc2[nH]1
Target46,CCC1=CC=CC(=C1N(C(C)COC)C(=O)CCl)C,CCc1cccc(C)c1N(C(=O)CCl)C(C)COC
Target462,CC1=CSC(=C1N(C(C)COC)C(=O)CCl)C,COCC(C)N(C(=O)CCl)c1c(C)csc1C
Target47,CC(C)(C)CC(C)(C)c1ccc(O)cc1,CC(C)(C)CC(C)(C)c1ccc(O)cc1
Target478,C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CCC4=C3C=CC(=C4)O,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CCC2=O
Target48,C(C(C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F,O=S(=O)(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
Target49,CN1CCN2C(C1)C1=CC=CC=C1CC1=CC(O)=CN=C21,CN1CCN2c3ncc(O)cc3Cc3ccccc3C2C1
Target497,Clc1c(OP(=S)(OCC)OCC)nc(Cl)c(Cl)c1,CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl
Target5,CCCCCCCCCCCC[N+](C)(C)[O-],CCCCCCCCCCCC[N+](C)(C)[O-]
Target50,CN1C(=O)CN=C(C2=C1C=CC(=C2)N)C3=CC=CC=C3F,CN1C(=O)CN=C(c2ccccc2F)c2cc(N)ccc21
Target500,CC(C)N(C(C)C)C(=O)SCC(=C(Cl)Cl)Cl,CC(C)N(C(=O)SCC(Cl)=C(Cl)Cl)C(C)C
Target501,ClC(Cl)=C(c1ccc(Cl)cc1)c1ccccc1Cl,ClC(Cl)=C(c1ccc(Cl)cc1)c1ccccc1Cl
Target502,ClC(Cl)=C(c1ccc(Cl)cc1)c1ccc(Cl)cc1,ClC(Cl)=C(c1ccc(Cl)cc1)c1ccc(Cl)cc1
Target503,ClC(Cl)C(c1ccc(Cl)cc1)c1ccc(Cl)cc1,Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)Cl)cc1
Target504,ClC(Cl)C(c1ccc(Cl)cc1)c1ccccc1Cl,Clc1ccc(C(c2ccccc2Cl)C(Cl)Cl)cc1
Target505,Clc1ccc(cc1)C(c1ccccc1Cl)C(Cl)(Cl)Cl,Clc1ccc(C(c2ccccc2Cl)C(Cl)(Cl)Cl)cc1
Target506,Clc1ccc(cc1)C(c1ccc(Cl)cc1)C(Cl)(Cl)Cl,Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1
Target51,CCN1CCCC1CNC(=O)C2=CC(=C(C=C2OC)N)S(=O)(=O)CC,CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)c(N)cc1OC
Target510,Clc1c(Cl)c(C#N)c(Cl)c(C#N)c1Cl,N#Cc1c(Cl)c(Cl)c(Cl)c(C#N)c1Cl
Target519,OC1=CC=CC=C1C1=CC=CC=C1,Oc1ccccc1-c1ccccc1
Target52,C[C@]([C@H]1C[C@@]23CC[C@@]1([C@H]4[C@@]25CC[N@@]([C@@H]3CC6=C5C(=C(C=C6)O)O4)CC7CC7)OC)(C(C)(C)C)O,CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5
Target525,[C@@H]1([C@@H]([C@@H]([C@H]([C@H]([C@@H]1Cl)Cl)Cl)Cl)Cl)Cl,Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@H](Cl)[C@H](Cl)[C@H]1Cl
Target526,[C@@H]1([C@@H]([C@H]([C@@H]([C@H]([C@@H]1Cl)Cl)Cl)Cl)Cl)Cl,Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@H](Cl)[C@@H](Cl)[C@@H]1Cl
Target527,[C@@H]1([C@@H]([C@@H]([C@@H]([C@H]([C@@H]1Cl)Cl)Cl)Cl)Cl)Cl,Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@H](Cl)[C@@H](Cl)[C@H]1Cl
Target528,[C@@H]1([C@@H]([C@@H]([C@@H]([C@H]([C@H]1Cl)Cl)Cl)Cl)Cl)Cl,Cl[C@H]1[C@H](Cl)[C@H](Cl)[C@H](Cl)[C@@H](Cl)[C@H]1Cl
Target529,ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl
Target53,CCC(=O)N(C1CCN(CCC2=CC=CC=C2)CC1)C1=CC=CC=C1,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1
Target531,CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C,CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1
Target532,CCCCC(CC)COP(=O)(OCC(CC)CCCC)OCC(CC)CCCC,CCCCC(CC)COP(=O)(OCC(CC)CCCC)OCC(CC)CCCC
Target533,CCCCOP(=O)(OCCCC)OCCCC,CCCCOP(=O)(OCCCC)OCCCC
Target534,CC1=CC(=CC(=C1)P(C2=CC(=CC(=C2)C)C)C3=CC(=CC(=C3)C)C)C,Cc1cc(C)cc(P(c2cc(C)cc(C)c2)c2cc(C)cc(C)c2)c1
Target535,CC(C)COP(=O)(OCC(C)C)OCC(C)C,CC(C)COP(=O)(OCC(C)C)OCC(C)C
Target536,CCCCC(CC)COP(=O)(Oc1ccccc1)Oc1ccccc1,CCCCC(CC)COP(=O)(Oc1ccccc1)Oc1ccccc1
Target537,ClCCOP(=O)(OCCCl)OCCCl,O=P(OCCCl)(OCCCl)OCCCl
Target538,C(C(CCl)OP(=O)(OC(CCl)CCl)OC(CCl)CCl)Cl,O=P(OC(CCl)CCl)(OC(CCl)CCl)OC(CCl)CCl
Target539,CCCCOCCOP(=O)(OCCOCCCC)OCCOCCCC,CCCCOCCOP(=O)(OCCOCCCC)OCCOCCCC
Target54,c1ccc(cc1)OP(=O)(Oc2ccccc2)Oc3ccccc3,O=P(Oc1ccccc1)(Oc1ccccc1)Oc1ccccc1
Target540,CC(CCl)OP(=O)(OC(C)CCl)OC(C)CCl,CC(CCl)OP(=O)(OC(C)CCl)OC(C)CCl
Target541,Cc1ccc(cc1)OP(=O)(Oc2ccc(cc2)C)Oc3ccc(cc3)C,Cc1ccc(OP(=O)(Oc2ccc(C)cc2)Oc2ccc(C)cc2)cc1
Target542,CCCCCCCCCC1=CC=CC=C1OP(OC2=CC=CC=C2CCCCCCCCC)OC3=CC=CC=C3CCCCCCCCC,CCCCCCCCCc1ccccc1OP(Oc1ccccc1CCCCCCCCC)Oc1ccccc1CCCCCCCCC
Target543,CC(C)OP(=O)(OC(C)C)OC(C)C,CC(C)OP(=O)(OC(C)C)OC(C)C
Target544,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=CC=C(O)C=C3CC[C@@]21[H],C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O
Target55,CCOC(=O)c1ccccc1C(=O)OCC,CCOC(=O)c1ccccc1C(=O)OCC
Target56,CCC(C)OC(=O)N1CCCCC1CCO,CCC(C)OC(=O)N1CCCCC1CCO
Target57,c1(c(ccc(c1)NC(N(C)C)=O)C)Cl,Cc1ccc(NC(=O)N(C)C)cc1Cl
Target59,CC(C)Nc1nc(N)nc(Cl)n1,CC(C)Nc1nc(N)nc(Cl)n1
Target6,CCCCCCCCCCCC(=O)N(CCO)CCO,CCCCCCCCCCCC(=O)N(CCO)CCO
Target60,C(C1C(C(C(C(O1)OC2(C(C(C(O2)CCl)O)O)CCl)O)O)Cl)O,OCC1OC(OC2(CCl)OC(CCl)C(O)C2O)C(O)C(O)C1Cl
Target61,C1=CC=C(C(=C1)C(=O)O)O,O=C(O)c1ccccc1O
Target62,c12c(C(N(C(C)C)S(N1)(=O)=O)=O)cccc2,CC(C)N1C(=O)c2ccccc2NS1(=O)=O
Target63,O=C2N1/C(=C(/Cl)CS[C@@H]1[C@@H]2NC(=O)[C@@H](c3ccccc3)N)C(=O)O,N[C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CS[C@H]12)c1ccccc1
Target65,c1(S(Nc2ccccn2)(=O)=O)ccc(N)cc1,Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1
Target66,CN(C)CCCN1c2ccccc2CCc3c1cc(cc3)Cl,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21
Target67,C/N=C1/C[N+](=C(c2cc(ccc2N1)Cl)c3ccccc3)[O-],C/N=C1/C[N+]([O-])=C(c2ccccc2)c2cc(Cl)ccc2N1
Target68,OC1N=C(c2ccccc2)c2cc(Cl)ccc2NC1=O,O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O
Target69,O=S(=O)(N)c1cc(c(OC)cc1)C(=O)NCC2N(CC)CCC2,CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC
Target7,CCCCCCCCCCCCOCCOCCOCCOCCO,CCCCCCCCCCCCOCCOCCOCCOCCO
Target70,CCC(=O)N(C1CCNCC1)C2=CC=CC=C2,CCC(=O)N(c1ccccc1)C1CCNCC1
Target71,Cc1ccsc1C(=CCCN1CCC[C@H](C1)C(O)=O)c1sccc1C,Cc1ccsc1C(=CCCN1CCC[C@@H](C(=O)O)C1)c1sccc1C
Target73,O=C2C(NC=O)=C(C)N(C)N2c1ccccc1,Cc1c(NC=O)c(=O)n(-c2ccccc2)n1C
Target74,NC(=O)N1c2ccccc2[C@H](O)[C@@H](O)c2ccccc12,NC(=O)N1c2ccccc2[C@H](O)[C@@H](O)c2ccccc21
Target75,CC2(C)c1cc3C(=O)OCC(C)c3cc1C(C)(C)C2C,CC1COC(=O)c2cc3c(cc21)C(C)(C)C(C)C3(C)C
Target76,CCOC(=O)CC(O)(CC(=O)OCC)C(=O)OCC,CCOC(=O)CC(O)(CC(=O)OCC)C(=O)OCC
Target77,O=C1CC2(CCCCC2)CN1,O=C1CC2(CCCCC2)CN1
Target78,CC(C)(C)NCC(O)c1ccc(O)c(NC(N)=O)c1,CC(C)(C)NCC(O)c1ccc(O)c(NC(N)=O)c1
Target8,CN1C(=C(C2=CC=CC=C2S1(=O)=O)O)C(=O)NC3=CC=CC=N3,CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O
Target80,OC2(C(c1ccc(O)cc1)CNC)CCCCC2,CNCC(c1ccc(O)cc1)C1(O)CCCCC1
Target81,COC(=O)NC1=NC2=CC=CC=C2N1,COC(=O)Nc1nc2ccccc2[nH]1
Target83,N(c1c(cccc1C)C)(Cn1cccn1)C(CCl)=O,Cc1cccc(C)c1N(Cn1cccn1)C(=O)CCl
Target88,OC1=C([N+]([O-])=O)C=C([N+]([O-])=O)C=C1C(C)CC,CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O
Target9,CC1=C(SCCO1)C(=O)Nc1ccccc1,CC1=C(C(=O)Nc2ccccc2)SCCO1
Target92,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)C(C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3O)N(C)C)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)C(C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O
Target93,CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)OC)C)C)O)(C)O,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O
Target95,CC1=NC=C(N1CCO)[N+]([O-])=O,Cc1ncc([N+](=O)[O-])n1CCO
Target96,COC1=CC(CC2=CN=C(N)N=C2N)=CC(OC)=C1OC,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC
Target97,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)C,CC1(C)SC2C(NC(=O)C(N)c3ccccc3)C(=O)N2C1C(=O)O
Target98,Cc1onc(c1C(=O)NC1C2SC(C)(C)C(N2C1=O)C(O)=O)-c1c(Cl)cccc1Cl,Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O
Target99,CC1(C)SC2C(NC(=O)C(N)c3ccc(O)cc3)C(=O)N2C1C(O)=O,CC1(C)SC2C(NC(=O)C(N)c3ccc(O)cc3)C(=O)N2C1C(=O)O
